Symbol,Name,Market Cap,Country,Sector,Industry
QUIK,QuickLogic Corporation Common Stock,79579481.00,United States,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,54534496.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
QURE,uniQure N.V. Ordinary Shares,1420911115.00,Netherlands,Health Care,Major Pharmaceuticals
RAAC,Revolution Acceleration Acquisition Corp Class A Common Stock,381799997.00,United States,,
RACA,Therapeutics Acquisition Corp. Class A Common Stock,175206675.00,United States,,
RACB,Research Alliance Corp. II Class A Common Stock,191865000.00,United States,,
RADA,RADA Electronic Industries Ltd. Ordinary Shares,524429884.00,Israel,,
RADI,Radius Global Infrastructure Inc. Class A Common Stock,1094401181.00,United States,Consumer Services,Telecommunications Equipment
RAIL,FreightCar America Inc. Common Stock,98535773.00,United States,Capital Goods,Railroads
RAIN,Rain Therapeutics Inc. Common Stock,456561058.00,United States,Health Care,Major Pharmaceuticals
RAND,Rand Capital Corporation Common Stock,43896873.00,United States,Finance,Finance/Investors Services
RAPT,RAPT Therapeutics Inc. Common Stock,1017499572.00,United States,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,6331904837.00,United States,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc. Common Stock,25566964.00,United States,Consumer Services,Restaurants
RAVN,Raven Industries Inc. Common Stock,2071370126.00,United States,Capital Goods,Office Equipment/Supplies/Services
RBB,RBB Bancorp Common Stock,494198656.00,United States,Finance,Commercial Banks
RBBN,Ribbon Communications Inc. Common Stock,1150939933.00,United States,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,974690378.00,United States,Finance,Major Banks
RBCN,Rubicon Technology Inc. Common Stock,24048233.00,United States,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc. Common Stock,117010878.00,United States,Finance,Major Banks
RBNC,Reliant Bancorp Inc. Common Stock,459388160.00,United States,Finance,Major Banks
RCAT,Red Cat Holdings Inc. Common Stock,88059530.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
RCEL,Avita Therapeutics Inc. Common Stock,547040284.00,Australia,Health Care,Medical Specialities
RCHG,Recharge Acquisition Corp. Class A Common Stock,246366750.00,United States,,
RCII,Rent-A-Center Inc. Common Stock,3462011059.00,United States,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,2722265205.00,United States,Health Care,Major Pharmaceuticals
RCKY,Rocky Brands Inc. Common Stock,403793581.00,United States,Consumer Non-Durables,Shoe Manufacturing
RCLF,Rosecliff Acquisition Corp I Class A Common Stock,306762500.00,United States,,
RCM,R1 RCM Inc. Common Stock,6312202385.00,United States,Consumer Services,Other Consumer Services
RCMT,RCM Technologies Inc. Common Stock,46795934.00,United States,Consumer Services,Military/Government/Technical
RCON,Recon Technology Ltd. Class A Ordinary Shares,30540008.00,China,Energy,Oilfield Services/Equipment
RDCM,Radcom Ltd. Ordinary Shares,148778810.00,Israel,Technology,Computer peripheral equipment
RDFN,Redfin Corporation Common Stock,6634727156.00,United States,Finance,Real Estate
RDHL,Redhill Biopharma Ltd. American Depositary Shares,325638491.00,Israel,Health Care,Major Pharmaceuticals
RDI,Reading International Inc Class A Common Stock,149830599.00,United States,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,520154262.00,United States,Consumer Services,Movies/Entertainment
RDNT,RadNet Inc. Common Stock,1823948350.00,United States,Health Care,Medical Specialities
RDUS,Radius Health Inc. Common Stock,982647307.00,United States,Health Care,Major Pharmaceuticals
RDVT,Red Violet Inc. Common Stock ,272868652.00,United States,Technology,Computer Software: Prepackaged Software
RDWR,Radware Ltd. Ordinary Shares,1396101260.00,Israel,Technology,EDP Services
REAL,The RealReal Inc. Common Stock,1922440820.00,United States,Consumer Services,Catalog/Specialty Distribution
REAX,The Real Brokerage Inc. Common Shares,327338493.00,Canada,,
REDU,RISE Education Cayman Ltd American Depositary Shares,155327992.00,China,Miscellaneous,Service to the Health Industry
REED,Reeds Inc. Common Stock,103878662.00,United States,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,Research Frontiers Incorporated Common Stock,75327942.00,United States,Capital Goods,Industrial Machinery/Components
REG,Regency Centers Corporation Common Stock,11051232130.00,United States,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc. Common Stock,2955551129.00,United States,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc. Common Stock,58657691843.00,United States,Health Care,Major Pharmaceuticals
REKR,Rekor Systems Inc. Common Stock,430032410.00,United States,Technology,EDP Services
RELI,Reliance Global Group Inc. Common Stock,40767087.00,United States,Finance,Specialty Insurers
RELL,Richardson Electronics Ltd. Common Stock,112132982.00,United States,Technology,Electronic Components
REPH,Recro Pharma Inc. Common Stock,110335560.00,United States,Health Care,Major Pharmaceuticals
REPL,Replimune Group Inc. Common Stock,1813554556.00,United States,Health Care,Major Pharmaceuticals
RESN,Resonant Inc. Common Stock,206647081.00,United States,Technology,Semiconductors
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,5439857909.00,United States,Health Care,Major Pharmaceuticals
RETO,ReTo Eco-Solutions Inc. Common Shares,32675500.00,China,Capital Goods,Multi-Sector Companies
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock,571147500.00,United States,,
REYN,Reynolds Consumer Products Inc. Common Stock,6286465302.00,United States,Capital Goods,Office Equipment/Supplies/Services
RFIL,RF Industries Ltd. Common Stock,74207836.00,United States,Capital Goods,Electrical Products
RGCO,RGC Resources Inc. Common Stock,208846157.00,United States,Public Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,10520793775.00,United States,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc. Common Stock,7374170150.00,United States,,
RGLS,Regulus Therapeutics Inc. Common Stock,68555149.00,United States,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc. Common Stock,1720779136.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,481185503.00,United States,Miscellaneous,Business Services
RIBT,RiceBran Technologies Common Stock,47724564.00,United States,Consumer Non-Durables,Specialty Foods
RICK,RCI Hospitality Holdings Inc. Common Stock,606863931.00,United States,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A Common Stock,1942373136.00,United States,Capital Goods,Auto Manufacturing
RIGL,Rigel Pharmaceuticals Inc. Common Stock,772546072.00,United States,Health Care,Major Pharmaceuticals
RILY,B. Riley Financial Inc. Common Stock,2072524015.00,United States,Finance,Investment Managers
RIOT,Riot Blockchain Inc.  Common Stock ,3163297814.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
RIVE,Riverview Financial Corporation Common Stock,109967301.00,United States,Finance,Major Banks
RKDA,Arcadia Biosciences Inc. Common Stock,64008747.00,United States,Basic Industries,Agricultural Chemicals
RLAY,Relay Therapeutics Inc. Common Stock,3317450548.00,United States,Health Care,Major Pharmaceuticals
RLMD,Relmada Therapeutics Inc. Common Stock,576950741.00,United States,Health Care,Major Pharmaceuticals
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,184367221.00,United States,,
RMBL,RumbleOn Inc. Class B Common Stock,142610396.00,United States,Capital Goods,Automotive Aftermarket
RMBS,Rambus Inc. Common Stock,2593246105.00,United States,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,47972921.00,United States,Consumer Non-Durables,Specialty Foods
RMGB,RMG Acquisition Corp. II Class A Ordinary Shares,432975000.00,United States,Finance,Business Services
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,589332450.00,United States,Finance,Business Services
RMNI,Rimini Street Inc. (DE) Common Stock,561902940.00,United States,Technology,EDP Services
RMR,The RMR Group Inc. Class A Common Stock,655050453.00,United States,Finance,Real Estate
RMRM,RMR Mortgage Trust Common Stock,123932307.00,United States,Consumer Services,Real Estate Investment Trusts
RMTI,Rockwell Medical Inc. (DE) Common Stock,85398766.00,United States,Health Care,Major Pharmaceuticals
RNA,Avidity Biosciences Inc. Common Stock,1100622537.00,United States,Health Care,Major Pharmaceuticals
RNDB,Randolph Bancorp Inc. Common Stock,109990913.00,United States,Finance,Major Banks
RNLX,Renalytix AI plc American Depositary Shares,1123577425.00,United Kingdom,Health Care,Medical Specialities
RNST,Renasant Corporation Common Stock,2361816122.00,United States,Finance,Major Banks
RNWK,RealNetworks Inc. Common Stock,110232397.00,United States,Technology,EDP Services
ROAD,Construction Partners Inc. Class A Common Stock,1627341915.00,United States,Capital Goods,Engineering & Construction
ROCC,Roth CH Acquisition II Co. Common Stock,145328000.00,United States,,
ROCK,Gibraltar Industries Inc. Common Stock,2498125698.00,United States,,
ROCR,Roth CH Acquisition III Co. Common stock,146499530.00,United States,,
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),2126121063.00,United States,Consumer Services,Real Estate Investment Trusts
ROKU,Roku Inc. Class A Common Stock,57055845358.00,United States,Consumer Services,Television Services
ROLL,RBC Bearings Incorporated Common Stock,5100203800.00,United States,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A Common Stock,2718976129.00,United States,Finance,Property-Casualty Insurers
ROST,Ross Stores Inc. Common Stock,44129400821.00,United States,Consumer Services,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A Common Stock,2195258119.00,United States,Technology,EDP Services
RPD,Rapid7 Inc. Common Stock,5277591262.00,United States,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc. Common Stock,235819517.00,United States,Health Care,Major Pharmaceuticals
RPRX,Royalty Pharma plc Class A Ordinary Shares ,25850850335.00,United States,Health Care,Major Pharmaceuticals
RPTX,Repare Therapeutics Inc. Common Shares,1239523685.00,Canada,,
RRBI,Red River Bancshares Inc. Common Stock,368549610.00,United States,Finance,Commercial Banks
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,521586945.00,United States,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,5133116546.00,United States,Consumer Services,Recreational Products/Toys
RSLS,ReShape Lifesciences Inc. Common Stock,21000000.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RSSS,Research Solutions Inc Common Stock,68251701.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
RSVA,Rodgers Silicon Valley Acquisition Corp. Common Stock,556887500.00,United States,Miscellaneous,Industrial Machinery/Components
RTLR,Rattler Midstream LP Common Units,1620874054.00,United States,Energy,Oilfield Services/Equipment
RTPY,Reinvent Technology Partners Y Class A Ordinary Shares,1213321875.00,United States,Finance,Business Services
RUBY,Rubius Therapeutics Inc. Common Stock,2208804489.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUN,Sunrun Inc. Common Stock,11089697956.00,United States,Capital Goods,Building Products
RUSHA,Rush Enterprises Inc. Common Stock Cl A,2306977651.00,United States,Consumer Services,Other Specialty Stores
RUSHB,Rush Enterprises Inc. Class B,2011866802.00,United States,Consumer Services,Other Specialty Stores
RUTH,Ruth's Hospitality Group Inc. Common Stock,812096463.00,United States,Consumer Services,Restaurants
RVMD,Revolution Medicines Inc. Common Stock,2448576084.00,United States,Consumer Durables,Specialty Chemicals
RVNC,Revance Therapeutics Inc. Common Stock,2204535091.00,United States,Health Care,Major Pharmaceuticals
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,25621419.00,United States,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc Common Stock,160705380.00,United States,Finance,Major Banks
RWLK,ReWalk Robotics Ltd. Ordinary Shares,83012755.00,Israel,Health Care,Industrial Specialties
RXDX,Prometheus Biosciences Inc. Common Stock,840646511.00,United States,Health Care,Major Pharmaceuticals
RXRA,RXR Acquisition Corp. Class A Common Stock,419606250.00,United States,,
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,5684191559.00,United States,Health Care,Major Pharmaceuticals
RXT,Rackspace Technology Inc. Common Stock,4125086659.00,United States,Technology,EDP Services
RYAAY,Ryanair Holdings plc American Depositary Shares,24670796099.00,Ireland,Transportation,Air Freight/Delivery Services
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,1040786093.00,United States,Health Care,Major Pharmaceuticals
RZLT,Rezolute Inc. Common Stock (NV),133552909.00,United States,Health Care,Major Pharmaceuticals
SABR,Sabre Corporation Common Stock,4204139647.00,United States,Technology,EDP Services
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,,United States,Technology,EDP Services
SAFM,Sanderson Farms Inc. Common Stock,4333551143.00,United States,,
SAFT,Safety Insurance Group Inc. Common Stock,1190099531.00,United States,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,3411724250.00,United States,Health Care,Major Pharmaceuticals
SAIA,Saia Inc. Common Stock,5579582661.00,United States,Transportation,Trucking Freight/Courier Services
SAII,Software Acquisition Group Inc. II Class A Common Stock,214546875.00,United States,Finance,Business Services
SAL,Salisbury Bancorp Inc. Common Stock,147947644.00,United States,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A Common Stock,69859777.00,United States,Consumer Services,Broadcasting
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,240720473.00,United States,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,3592111903.00,United States,Consumer Durables,Specialty Chemicals
SANM,Sanmina Corporation Common Stock,2522459460.00,United States,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),131850027.00,United States,Miscellaneous,Agricultural Chemicals
SASR,Sandy Spring Bancorp Inc. Common Stock,2173885489.00,United States,Finance,Major Banks
SATS,EchoStar  Corporation Common Stock,2395776328.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,3137078560.00,United States,Health Care,Major Pharmaceuticals
SBAC,SBA Communications Corporation Class A Common Stock,34891873348.00,United States,Consumer Services,Real Estate Investment Trusts
SBBP,Strongbridge Biopharma plc Ordinary Shares,213482805.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SBCF,Seacoast Banking Corporation of Florida Common Stock,1913183472.00,United States,Finance,Major Banks
SBFG,SB Financial Group Inc. Common Stock,133393356.00,United States,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,2623723664.00,United States,Consumer Services,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,2408767709.00,Greece,Transportation,Marine Transportation
SBNY,Signature Bank Common Stock,14820629506.00,United States,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc. Common Stock,4020620361.00,United States,Consumer Services,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,1307766232.00,United States,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,229868409.00,United States,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc. Common Stock,1116976352.00,United States,Consumer Durables,Specialty Chemicals
SBUX,Starbucks Corporation Common Stock,133195032000.00,United States,Consumer Non-Durables,Specialty Foods
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,312540625.00,United States,,
SCHL,Scholastic Corporation Common Stock,1309961479.00,United States,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,1333957225.00,United States,Basic Industries,Steel/Iron Ore
SCKT,Socket Mobile Inc. Common Stock,43982129.00,United States,Technology,Computer Manufacturing
SCLE,Broadscale Acquisition Corp. Class A common stock,419606250.00,United States,,
SCOA,ScION Tech Growth I Class A Ordinary Shares,700062500.00,United Kingdom,Finance,Business Services
SCOB,ScION Tech Growth II Class A Ordinary Shares,418743750.00,United Kingdom,Finance,Business Services
SCOR,comScore Inc. Common Stock,366315107.00,United States,Miscellaneous,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,151549215.00,United States,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A Common Stock,439639211.00,United States,Technology,Computer Software: Prepackaged Software
SCPS,Scopus BioPharma Inc. Common Stock,109464075.00,United States,Health Care,Major Pharmaceuticals
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,1026496319.00,Canada,,
SCSC,ScanSource Inc. Common Stock,718660820.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,1062565329.00,United States,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A Common Stock,1740047945.00,United States,Technology,EDP Services
SCYX,SCYNEXIS Inc. Common Stock,164014463.00,United States,Health Care,Major Pharmaceuticals
SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock,383453125.00,United States,,
SDC,SmileDirectClub Inc. Class A Common Stock,3538101680.00,United States,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,5474018293.00,United States,Technology,Computer Software: Prepackaged Software
SDH,Global Internet of People Inc. Ordinary Shares,70150080.00,China,Miscellaneous,Business Services
SEAC,SeaChange International Inc. Common Stock,65831723.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
SECO,Secoo Holding Limited ADR,178750982.00,China,Miscellaneous,Diversified Commercial Services
SEDG,SolarEdge Technologies Inc. Common Stock,13914547163.00,Israel,Technology,Semiconductors
SEED,Origin Agritech Limited Common Stock,49544975.00,China,,
SEEL,Seelos Therapeutics Inc. Common Stock,296473777.00,United States,Health Care,Major Pharmaceuticals
SEER,Seer Inc. Class A Common Stock,2057098456.00,United States,Consumer Durables,Specialty Chemicals
SEIC,SEI Investments Company Common Stock,8928466133.00,United States,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,522954418.00,United States,Health Care,Major Pharmaceuticals
SELF,Global Self Storage Inc. Common Stock,48509874.00,United States,Consumer Services,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A Common Stock,452484150.00,United States,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,457008992.00,United States,Consumer Non-Durables,Packaged Foods
SESN,Sesen Bio Inc. Common Stock,722607987.00,United States,Health Care,Major Pharmaceuticals
SFBC,Sound Financial Bancorp Inc. Common Stock,119888083.00,United States,Finance,Savings Institutions
SFET,Safe-T Group Ltd. American Depositary Share,37351427.00,Israel,Technology,Computer Software: Prepackaged Software
SFIX,Stitch Fix Inc. Class A Common Stock,6588410438.00,United States,Consumer Services,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,3116319153.00,United States,Consumer Services,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,3325219455.00,United States,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,421946848.00,United States,Finance,Major Banks
SFT,Shift Technologies Inc. Class A Common Stock,724483448.00,United States,Miscellaneous,Diversified Commercial Services
SGA,Saga Communications Inc. Class A Common Stock (FL),131508842.00,United States,Consumer Services,Broadcasting
SGAM,Seaport Global Acquisition Corp. Class A Common Stock,179148438.00,United States,,
SGBX,SG Blocks Inc. Common Stock,44465345.00,United States,Basic Industries,Metal Fabrications
SGC,Superior Group of Companies Inc. Common Stock,366475319.00,United States,,
SGEN,Seagen Inc. Common Stock,28524566806.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,1104506189.00,United States,Technology,Semiconductors
SGLB,Sigma Labs Inc. Common Stock,24311100.00,United States,Capital Goods,Office Equipment/Supplies/Services
SGMA,SigmaTron International Inc. Common Stock,22247182.00,United States,Technology,Electrical Products
SGMO,Sangamo Therapeutics Inc. Common Stock,1729455354.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp Common Stock,7324050410.00,United States,Consumer Services,Movies/Entertainment
SGOC,SGOCO Group Ltd Ordinary Shares (Cayman Islands),224737377.00,China,Consumer Non-Durables,Consumer Electronics/Appliances
SGRP,SPAR Group Inc. Common Stock,31459274.00,United States,Miscellaneous,Business Services
SGRY,Surgery Partners Inc. Common Stock,5531618966.00,United States,Health Care,Managed Health Care
SGTX,Sigilon Therapeutics Inc. Common Stock,330115467.00,United States,Consumer Durables,Specialty Chemicals
SHAC,SCP & CO Healthcare Acquisition Company Class A Common Stock,277437500.00,United States,,
SHBI,Shore Bancshares Inc Common Stock,199311529.00,United States,Finance,Major Banks
SHC,Sotera Health Company Common Stock,6998202736.00,United States,Health Care,Medical Specialities
SHEN,Shenandoah Telecommunications Co Common Stock,2499654607.00,United States,Public Utilities,Telecommunications Equipment
SHIP,Seanergy Maritime Holdings Corp Common Stock,188363773.00,Greece,,
SHLS,Shoals Technologies Group Inc. Class A Common Stock,5408231071.00,United States,Technology,Semiconductors
SHOO,Steven Madden Ltd. Common Stock,3697581241.00,United States,Consumer Non-Durables,Shoe Manufacturing
SHSP,SharpSpring Inc. Common Stock,215972669.00,United States,Technology,Computer Software: Prepackaged Software
SHYF,The Shyft Group Inc. Common Stock,1338967969.00,United States,Capital Goods,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,1111022393.00,United States,Health Care,Medical/Dental Instruments
SIC,Select Interior Concepts Inc. Class A Common Stock,247338302.00,United States,Capital Goods,Homebuilding
SIEB,Siebert Financial Corp. Common Stock,154852652.00,United States,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc. Common Stock,418750565.00,United States,Health Care,Industrial Specialties
SIFY,Sify Technologies Limited American Depositary Shares,661333781.00,India,Consumer Services,Telecommunications Equipment
SIGA,SIGA Technologies Inc. Common Stock,483013245.00,United States,Health Care,Major Pharmaceuticals
SIGI,Selective Insurance Group Inc. Common Stock,4792936682.00,United States,Finance,Property-Casualty Insurers
SILC,Silicom Ltd Ordinary Shares,298593882.00,Israel,Technology,Computer Manufacturing
SILK,Silk Road Medical Inc. Common Stock,1813424683.00,United States,Health Care,Medical/Dental Instruments
SIMO,Silicon Motion Technology Corporation American Depositary Shares,2211810573.00,Taiwan,Technology,Semiconductors
SINO,Sino-Global Shipping America Ltd. Common Stock,50421937.00,United States,Transportation,Oil Refining/Marketing
SINT,SiNtx Technologies Inc. Common Stock,41470084.00,United States,Health Care,Industrial Specialties
SIOX,Sio Gene Therapies Inc. Common Stock,201023874.00,United Kingdom,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc. Common Stock,26671794705.00,United States,Consumer Services,Broadcasting
SITM,SiTime Corporation Common Stock,2364575516.00,United States,Technology,Semiconductors
SIVB,SVB Financial Group Common Stock,30672302709.00,United States,Finance,Major Banks
SJ,Scienjoy Holding Corporation Ordinary Shares,207968973.00,China,Technology,EDP Services
SKIN,The Beauty Health Company Class A Common Stock,2212057785.00,United States,Finance,Business Services
SKYT,SkyWater Technology Inc. Common Stock,1123358209.00,United States,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,2263032922.00,United States,Transportation,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc. Common Stock,6578095062.00,United States,Technology,Semiconductors
SLAM,Slam Corp. Class A Ordinary Share,697187500.00,United States,Finance,Business Services
SLCR,Silver Crest Acquisition Corporation Class A Ordinary Share,417195563.00,China,Finance,Business Services
SLCT,Select Bancorp Inc. Common Stock,293722123.00,United States,Finance,Major Banks
SLDB,Solid Biosciences Inc. Common Stock,424644620.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLGG,Super League Gaming Inc. Common Stock,84493609.00,United States,Consumer Services,Publishing
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,305354807.00,Israel,Health Care,Major Pharmaceuticals
SLGN,Silgan Holdings Inc. Common Stock,4597029392.00,United States,Consumer Durables,Containers/Packaging
SLHG,Skylight Health Group Inc. Ordinary Shares,154344508.00,Canada,Health Care,Medical/Nursing Services
SLM,SLM Corporation Common Stock,6470061855.00,United States,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,778961884.00,United Kingdom,Health Care,Major Pharmaceuticals
SLNG,Stabilis Solutions Inc. Common Stock,176749720.00,United States,Energy,Oilfield Services/Equipment
SLNO,Soleno Therapeutics Inc. Common Stock,94073942.00,United States,Health Care,Major Pharmaceuticals
SLP,Simulations Plus Inc. Common Stock,1076743906.00,United States,Technology,Computer Software: Prepackaged Software
SLRC,SLR Investment Corp. Common Stock,802955694.00,United States,Finance,Finance/Investors Services
SLRX,Salarius Pharmaceuticals Inc. Common Stock,51936223.00,United States,Health Care,Major Pharmaceuticals
SLS,SELLAS Life Sciences Group Inc. Common Stock,201166539.00,United States,Health Care,Major Pharmaceuticals
SMBC,Southern Missouri Bancorp Inc. Common Stock,413381409.00,United States,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,379278038.00,United States,Finance,Major Banks
SMCI,Super Micro Computer Inc. Common Stock,1798135475.00,United States,Technology,Computer Manufacturing
SMED,Sharps Compliance Corp. Common Stock,181235344.00,United States,Public Utilities,Environmental Services
SMID,Smith-Midland Corporation Common Stock,113511088.00,United States,Capital Goods,Building Materials
SMIT,Schmitt Industries Inc. Common Stock,21330637.00,United States,Capital Goods,Industrial Machinery/Components
SMMF,Summit Financial Group Inc. Common Stock,302635941.00,United States,Finance,Major Banks
SMMT,Summit Therapeutics Inc. Common Stock ,549109093.00,United Kingdom,Consumer Durables,Specialty Chemicals
SMPL,The Simply Good Foods Company Common Stock,3434055156.00,United States,Consumer Non-Durables,Packaged Foods
SMSI,Smith Micro Software Inc. Common Stock,282492404.00,United States,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,4292929006.00,United States,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,272652657.00,United States,Health Care,Industrial Specialties
SNBR,Sleep Number Corporation Common Stock,2647004800.00,United States,Consumer Durables,Home Furnishings
SNCR,Synchronoss Technologies Inc. Common Stock,155852885.00,United States,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc. Common Stock,2205552292.00,United States,Transportation,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,134336770.00,United States,Energy,Metal Fabrications
SNDL,Sundial Growers Inc. Common Shares,1804200000.00,Canada,Consumer Durables,Specialty Chemicals
SNDX,Syndax Pharmaceuticals Inc. Common Stock,885843543.00,United States,Health Care,Major Pharmaceuticals
SNES,SenesTech Inc. Common Stock,20227095.00,United States,Basic Industries,Multi-Sector Companies
SNEX,StoneX Group Inc. Common Stock,1241447762.00,United States,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A Common Stock,173996928.00,United States,Finance,Finance: Consumer Services
SNGX,Soligenix Inc. Common Stock,46090574.00,United States,Health Care,Major Pharmaceuticals
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,16037466.00,United States,Health Care,Major Pharmaceuticals
SNPS,Synopsys Inc. Common Stock,41038071929.00,United States,Technology,EDP Services
SNPX,Synaptogenix Inc. Common Stock,37712387.00,United States,Consumer Durables,Specialty Chemicals
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,505597500.00,United States,,
SNSE,Sensei Biotherapeutics Inc. Common Stock,334944020.00,United States,Health Care,Major Pharmaceuticals
SNY,Sanofi ADR,132354033148.00,France,Health Care,Major Pharmaceuticals
SOFI,SoFi Technologies Inc. Common Stock  ,15006158876.00,United States,Finance,Investment Bankers/Brokers/Service
SOFIW,SoFi Technologies Inc. Warrants,222750000.00,United States,,
SOHO,Sotherly Hotels Inc. Common Stock,50078262.00,United States,Consumer Services,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,727560039.00,China,Technology,EDP Services
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,279569692.00,Canada,Capital Goods,Auto Manufacturing
SOLY,Soliton Inc. Common Stock,486138205.00,United States,Health Care,Medical/Dental Instruments
SONM,Sonim Technologies Inc. Common Stock,40828127.00,United States,Capital Goods,Telecommunications Equipment
